Civilite;Nom;Prenom;Mandat;Circonscription;Departement;Candidat_parrainage;Date
M;DIERBACH;Guy;Maire;Hirschland;Bas-Rhin;CHEMINADE Jacques;2017
M;FABRE;Gérard;Maire;Arue;Landes;CHEMINADE Jacques;2017
M;FAVETTE;Bruno;Maire;Saint-Vincent-en-Bresse;Saône-et-Loire;CHEMINADE Jacques;2017
M;FEUILLET;Marcel;Maire;Vasselin;Isère;CHEMINADE Jacques;2017
M;FICHEUX;Eric;Maire;Ognes;Aisne;CHEMINADE Jacques;2017
M;FIRDION;Yvon;Maire;Guntzviller;Moselle;CHEMINADE Jacques;2017
M;FORET;Robert;Maire;Riche;Moselle;CHEMINADE Jacques;2017
M;FRITZ;Daniel;Maire;Kerbach;Moselle;CHEMINADE Jacques;2017
M;GALL;Michel;Maire;Paizay-Naudouin-Embourie;Charente;CHEMINADE Jacques;2017
M;GAMARD;Marcel;Maire;Brucamps;Somme;CHEMINADE Jacques;2017
M;GENIN;Alain;Maire;Aspach;Moselle;CHEMINADE Jacques;2017
M;GIRARD;Jean-Pierre;Maire;Folligny;Manche;CHEMINADE Jacques;2017
Mme;GOUPIL;Aline;Maire;Montreuil-des-Landes;Ille-et-Vilaine;CHEMINADE Jacques;2017
M;GRAVET;Jacques;Maire;Languevoisin-Quiquery;Somme;CHEMINADE Jacques;2017
M;GROSSELIN;Jacques;Maire;Tourcelles-Chaumont;Ardennes;CHEMINADE Jacques;2017
M;GUYOT DE CAILA;Joël;Maire;Poisson;Saône-et-Loire;CHEMINADE Jacques;2017
M;HENRIONNET;Bernard;Maire;Lisle-en-Rigault;Meuse;CHEMINADE Jacques;2017
M;KLIPFEL;Jean-Louis;Maire;Laubach;Bas-Rhin;CHEMINADE Jacques;2017
M;KOEGLER;Jean-Pierre;Maire;Miéry;Jura;CHEMINADE Jacques;2017
M;LACOSTE;Alain;Maire;Saint-Julien-du-Serre;Ardèche;CHEMINADE Jacques;2017
M;LACOU;Patrick;Maire;Sarzay;Indre;CHEMINADE Jacques;2017
M;LE GAC;Jacques;Maire;Saint-Sérotin;Yonne;CHEMINADE Jacques;2017
M;LEROY;Dominique;Maire;Xammes;Meurthe-et-Moselle;CHEMINADE Jacques;2017
M;LETSCHER;Roland;Maire;Tieffenbach;Bas-Rhin;CHEMINADE Jacques;2017
M;LOUIS;Jean-Marie;Maire;Certilleux;Vosges;CHEMINADE Jacques;2017
M;MANGIN;Jean-Marie;Maire;Varmonzey;Vosges;CHEMINADE Jacques;2017
M;MARTIN;Gérard;Maire;Rosières;Ardèche;CHEMINADE Jacques;2017
M;MORAIN;Denis;Maire;Savianges;Saône-et-Loire;CHEMINADE Jacques;2017
M;MOREAU;Patrick;Maire;Noiron-sur-Bèze;Côte-d'Or;CHEMINADE Jacques;2017
M;NICOLAS;Pascal;Maire;Sapogne-sur-Marche;Ardennes;CHEMINADE Jacques;2017
M;PAGNIER;Daniel;Maire;Courgenay;Yonne;CHEMINADE Jacques;2017
Mme;PELTRE;Martine;Maire;Assenoncourt;Moselle;CHEMINADE Jacques;2017
M;POUPINEL DESCAMBRES;Didier;Maire;Talus-Saint-Prix;Marne;CHEMINADE Jacques;2017
M;QUESNE;Gilbert;Maire;Hiesse;Charente;CHEMINADE Jacques;2017
M;REIBEL;Jean-Jacques;Maire;Hommert;Moselle;CHEMINADE Jacques;2017
M;RENAUDIN;Denis;Maire;Vroncourt;Meurthe-et-Moselle;CHEMINADE Jacques;2017
M;RONDOT;Dominique;Maire;Le Barboux;Doubs;CHEMINADE Jacques;2017
M;SAN-PEDRO;Jean;Maire;Uhart-Cize;Pyrénées-Atlantiques;CHEMINADE Jacques;2017
M;VENOT;Jean-Jules;Maire;Moroges;Saône-et-Loire;CHEMINADE Jacques;2017
M;VERMOT;Stéphane;Maire;Bonnétage;Doubs;CHEMINADE Jacques;2017
M;WATELAIN;Philippe;Maire;Villers-Campsart;Somme;CHEMINADE Jacques;2017
M;ZINS;Yves;Maire;Sarreinsming;Moselle;CHEMINADE Jacques;2017
M;AUZET;Alain;Maire;Réau;Seine-et-Marne;DUPONT-AIGNAN Nicolas;2017
M;AYALA;Raymond;Maire;Les Petites-Loges;Marne;DUPONT-AIGNAN Nicolas;2017
M;BARBARO;Ludovic;Maire;Cuq;Tarn;DUPONT-AIGNAN Nicolas;2017
M;BLARY;Joël;Maire;Ménil-sur-Belvitte;Vosges;DUPONT-AIGNAN Nicolas;2017
M;BUTLINGAIRE;Olivier;Maire;Bréhain;Moselle;DUPONT-AIGNAN Nicolas;2017
M;CAZENOVE;Sylvestre;Maire;Saint-Léon;Lot-et-Garonne;DUPONT-AIGNAN Nicolas;2017
M;CLODONG;Olivier;Conseiller/ère départemental-e;;Essonne;DUPONT-AIGNAN Nicolas;2017
M;CONTE;Didier;Maire;Dalhain;Moselle;DUPONT-AIGNAN Nicolas;2017
M;DELMAIRE;Jacques;Maire;Mametz;Pas-de-Calais;DUPONT-AIGNAN Nicolas;2017
M;DURAND;Roger;Maire;Nochize;Saône-et-Loire;DUPONT-AIGNAN Nicolas;2017
M;DUSSURGEY;Pierre;Maire;Sainte-Catherine;Rhône;DUPONT-AIGNAN Nicolas;2017
M;FLAUNET;Jacques;Maire;Manou;Eure-et-Loir;DUPONT-AIGNAN Nicolas;2017
M;GEORGES;Daniel;Maire;Rouves;Meurthe-et-Moselle;DUPONT-AIGNAN Nicolas;2017
M;HENEAU;Bernard;Maire;Bellefonds;Vienne;DUPONT-AIGNAN Nicolas;2017
M;HICK;Serge;Maire;Gosselming;Moselle;DUPONT-AIGNAN Nicolas;2017
M;KRIEGUER;Claude;Maire;Asnières-sur-Oise;Val-d'Oise;DUPONT-AIGNAN Nicolas;2017
Mme;LAPCHIN DE POULPIQUET;Ghislaine;Maire;Vienne-en-Arthies;Val-d'Oise;DUPONT-AIGNAN Nicolas;2017
M;LAVOCAT;Guy;Maire;Chalmoux;Saône-et-Loire;DUPONT-AIGNAN Nicolas;2017
M;LAZAILLES;Frédéric;Maire;Géus-d'Arzacq;Pyrénées-Atlantiques;DUPONT-AIGNAN Nicolas;2017
M;MARCASSIN;Daniel;Maire;Yaucourt-Bussus;Somme;DUPONT-AIGNAN Nicolas;2017
M;MASSON;Jean-Louis;Sénateur/trice;;Moselle;DUPONT-AIGNAN Nicolas;2017
M;MERLHES;Marc;Maire;Neuville-lès-This;Ardennes;DUPONT-AIGNAN Nicolas;2017
M;MOUNOURY;Jeannick;Maire;Les Granges-le-Roi;Essonne;DUPONT-AIGNAN Nicolas;2017
M;NORMAND;Bertrand;Maire;Vauchelles-lès-Authie;Somme;DUPONT-AIGNAN Nicolas;2017
M;PARROT;André;Maire;Désandans;Doubs;DUPONT-AIGNAN Nicolas;2017
Mme;ROSET;Erika;Conseiller/ère départemental-e;;Yonne;DUPONT-AIGNAN Nicolas;2017
M;SACQUEPEE;Bernard;Maire;Wickerschwihr;Haut-Rhin;DUPONT-AIGNAN Nicolas;2017
M;SCHERTZINGER;Hubert;Maire;Franken;Haut-Rhin;DUPONT-AIGNAN Nicolas;2017
M;SEBAT;Francis;Maire;Bédeille;Pyrénées-Atlantiques;DUPONT-AIGNAN Nicolas;2017
M;SETZE;Yvon;Maire;Montagnac-sur-Lède;Lot-et-Garonne;DUPONT-AIGNAN Nicolas;2017
M;THIEBAUT;Guillaume;Maire;Virey-le-Grand;Saône-et-Loire;DUPONT-AIGNAN Nicolas;2017
M;DELORME;Gérard;Maire;La Saulsotte;Aube;FAUDOT Bastien;2017
M;ROBIN;Jacques;Maire;Saint-Maurice-de-Satonnay;Saône-et-Loire;FAUDOT Bastien;2017
M;VINZIO;René;Maire;Pont-du-Château;Puy-de-Dôme;FAUDOT Bastien;2017
M;ABRINES;Raymond;Maire;La Farlède;Var;FILLON François;2017
M;ACCOYER;Bernard;Député-e;1er;Haute-Savoie;FILLON François;2017
Mme;AGARRAT;Christiane;Conseiller/ère départemental-e;;Rhône;FILLON François;2017
M;AGULHON;Philippe;Maire;Millançay;Loir-et-Cher;FILLON François;2017
M;ALEDO;Marcel;Maire;Royat;Puy-de-Dôme;FILLON François;2017
M;ALLEGRINI-SIMONETTI;Jean-Joseph;Maire;L'Ile-Rousse;Haute-Corse;FILLON François;2017
M;AMAR;Serge;Conseiller/ère régional-e;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;FILLON François;2017
M;AMICE;Bernard;Maire délégué-e;Val d'Anast;Ille-et-Vilaine;FILLON François;2017
M;AMSLER;Jean-Daniel;Conseiller/ère départemental-e;;Val-de-Marne;FILLON François;2017
M;ANTONI;Jean-Michel;Maire;Laignes;Côte-d'Or;FILLON François;2017
M;ARDHUIN;Philippe;Maire;Simiane-Collongue;Bouches-du-Rhône;FILLON François;2017
Mme;ARRIBAGE;Laurence;Député-e;3e;Haute-Garonne;FILLON François;2017
M;ARZIARI;Alain;Maire;Coursegoules;Alpes-Maritimes;FILLON François;2017
Mme;ASSOULINE;Michèle;Membre du Conseil de Paris;;Paris;FILLON François;2017
Mme;AUBERT;Evelyne;Maire;Le Mesnil-Saint-Denis;Yvelines;FILLON François;2017
Mme;AUBIN;Dominique;Maire;Yvré-l'Evêque;Sarthe;FILLON François;2017
M;AUBRUN;Gérard;Maire;Boissise-le-Roi;Seine-et-Marne;FILLON François;2017
M;AUDEBERT;Eric;Maire;Saugy;Cher;FILLON François;2017
M;AUDRIN;Jean-François;Maire;Saint-Georges-d'Orques;Hérault;FILLON François;2017
M;AUMAS;Michel;Conseiller/ère départemental-e;;Val-d'Oise;FILLON François;2017
M;AURIACOMBE;Pierre;Membre du Conseil de Paris;;Paris;FILLON François;2017
M;AVEROUS;Gil;Maire;Châteauroux;Indre;FILLON François;2017
M;BACH;Francis;Maire;Voellerdingen;Bas-Rhin;FILLON François;2017
M;BACHELET;Claude;Conseiller/ère départemental-e;;Pas-de-Calais;FILLON François;2017
M;BAIL;Romain;Maire;Ouistreham;Calvados;FILLON François;2017
M;BAILLIF;Christian;Maire;Longny les Villages;Orne;FILLON François;2017
M;BAKALARZ;Jean-Jacques;Maire;Gussignies;Nord;FILLON François;2017
Mme;BALLESTEROS;Céline;Conseiller/ère départemental-e;;Indre-et-Loire;FILLON François;2017
M;BARBE;Marcel;Maire;Saint-Loup-du-Gast;Mayenne;FILLON François;2017
M;BARBIER;Loïc;Maire;Brezolles;Eure-et-Loir;FILLON François;2017
M;BARBOTIN;Gaël;Conseiller/ère régional-e;Île-de-France;Yvelines;FILLON François;2017
Mme;BARBRY;Florence;Conseiller/ère départemental-e;;Pas-de-Calais;FILLON François;2017
Mme;BARBUSSE;Marie-Chantal;Conseiller/ère départemental-e;;Gard;FILLON François;2017
Mme;BARREILLE;Eliane;Conseiller/ère régional-e;Provence-Alpes-Côte d'Azur;Alpes-de-Haute-Provence;FILLON François;2017
M;BASSET;Philippe;Maire;Varesnes;Oise;FILLON François;2017
Mme;BATAILLE;Anne-Christine;Conseiller/ère départemental-e;;Hauts-de-Seine;FILLON François;2017
M;BATAILLE;Jean-Pierre;Conseiller/ère régional-e;Hauts-de-France;Nord;FILLON François;2017
M;BATAILLER;Jean-Michel;Conseiller/ère départemental-e;;Sarthe;FILLON François;2017
M;BAUDE;Christian;Maire;Pont-Farcy;Calvados;FILLON François;2017
M;BAUDENS;Jean Pierre;Maire;Saint-Momelin;Nord;FILLON François;2017
M;BAUDIN;Bernard;Conseiller/ère départemental-e;;Alpes-Maritimes;FILLON François;2017
M;BAUSSART;Jean-Pierre;Maire;Saint-Aubin-sur-Yonne;Yonne;FILLON François;2017
M;BEAUDOUIN;Patrick;Maire;Saint-Mandé;Val-de-Marne;FILLON François;2017
M;BEGNY;Pierre-Emmanuel;Maire;Saâcy-sur-Marne;Seine-et-Marne;FILLON François;2017
M;BEL;Jean-François;Maire;Montesson;Yvelines;FILLON François;2017
M;BEMELS;Pierre;Maire;Presles;Val-d'Oise;FILLON François;2017
M;BENEVENTI;Robert;Conseiller/ère régional-e;Provence-Alpes-Côte d'Azur;Var;FILLON François;2017
M;BENIZE;Georges;Conseiller/ère départemental-e;;Yvelines;FILLON François;2017
M;BERDOATI;Eric;Maire;Saint-Cloud;Hauts-de-Seine;FILLON François;2017
Mme;BERGEROL;Véronique;Conseiller/ère départemental-e;;Hauts-de-Seine;FILLON François;2017
Mme;BERKI;Clotilde;Conseiller/ère départemental-e;;Alpes-de-Haute-Provence;FILLON François;2017
Mme;BERNARDINI;Véronique;Conseiller/ère départemental-e;;Var;FILLON François;2017
Mme;BERTAUD;Rose-Marie;Conseiller/ère départemental-e;;Vienne;FILLON François;2017
M;BERTHAULT;Jean-Didier;Membre du Conseil de Paris;;Paris;FILLON François;2017
M;BERTHELON;Patrick;Maire;Vivey;Haute-Marne;FILLON François;2017
M;BEVIERE;Jean-Noël;Maire;Argentré-du-Plessis;Ille-et-Vilaine;FILLON François;2017
Mme;BEVILLARD;Caroline;Conseiller/ère régional-e;Auvergne-Rhône-Alpes;Puy-de-Dôme;FILLON François;2017
M;BICHON;Christian;Maire;Rohaire;Eure-et-Loir;FILLON François;2017
M;BIGNON;Jérôme;Sénateur/trice;;Somme;FILLON François;2017
Mme;BILLON;Annick;Sénateur/trice;;Vendée;FILLON François;2017
M;BILOT;Charles;Maire;Avrainville;Meurthe-et-Moselle;FILLON François;2017
M;BINETRUY;Jean-Marie;Président-e d'un conseil de communauté de communes;Val de Morteau;Doubs;FILLON François;2017
M;BISSIERE;Michel;Conseiller/ère régional-e;Provence-Alpes-Côte d'Azur;Vaucluse;FILLON François;2017
M;BITTE;Claude;Conseiller/ère départemental-e;;Moselle;FILLON François;2017
M;BIZEAU;Régis;Maire;Gambais;Yvelines;FILLON François;2017
M;BLACHE;Pascal;Maire d'arrondissement;;Rhône;FILLON François;2017
Mme;BLANDIN;Andrée;Maire;Bazarnes;Yonne;FILLON François;2017
M;BLASER;Jean-Marie;Maire;Kirrberg;Bas-Rhin;FILLON François;2017
M;BLOT;Jean-Pierre;Maire;Cambronne-lès-Clermont;Oise;FILLON François;2017
M;BLUTEAU;Jean-Michel;Conseiller/ère départemental-e;;Seine-Saint-Denis;FILLON François;2017
M;BODIN;Claude;Conseiller/ère régional-e;Île-de-France;Val-d'Oise;FILLON François;2017
M;BOEDEC;Yannick;Maire;Cormeilles-en-Parisis;Val-d'Oise;FILLON François;2017
M;BOIGARD;Fabrice;Conseiller/ère départemental-e;;Indre-et-Loire;FILLON François;2017
M;BOILLON;Jean-Maurice;Maire délégué-e;Ornans;Doubs;FILLON François;2017
Mme;BOISARD-VANNIER;Caroline;Conseiller/ère régional-e;Hauts-de-France;Nord;FILLON François;2017
Mme;BOISSEAU;Laetitia;Conseiller/ère départemental-e;;Val-d'Oise;FILLON François;2017
Mme;BOOG;Françoise;Conseiller/ère régional-e;Grand Est;Haut-Rhin;FILLON François;2017
M;BORDE;Pierre;Maire;Boscamnant;Charente-Maritime;FILLON François;2017
M;BORGOO;Bruno;Maire;Vieux-Rouen-sur-Bresle;Seine-Maritime;FILLON François;2017
Mme;BORIE;Carole;Conseiller/ère départemental-e;;Nord;FILLON François;2017
M;BORNET;Pierre;Maire;Cabris;Alpes-Maritimes;FILLON François;2017
M;BOST;Jean-Marie;Conseiller/ère départemental-e;;Haute-Vienne;FILLON François;2017
M;BOUCHET;Jean-Marc;Maire;Villy-le-Bouveret;Haute-Savoie;FILLON François;2017
Mme;BOULANGER;Béatrice;Conseiller/ère départemental-e;;Côtes-d'Armor;FILLON François;2017
M;BOULANGER;Jean;Maire;Bernay-en-Ponthieu;Somme;FILLON François;2017
M;BOULIN;Franck;Maire;Saint-Laurent-du-Plan;Gironde;FILLON François;2017
M;BOULLAY;Maurice;Maire;La Chapelle-Souëf;Orne;FILLON François;2017
M;BOULTOUREAU;Hubert;Maire délégué-e;Segré-en-Anjou Bleu;Maine-et-Loire;FILLON François;2017
M;BOURA;Claude;Maire;Xousse;Meurthe-et-Moselle;FILLON François;2017
M;BOURGEOIS;Alain;Maire;Ezanville;Val-d'Oise;FILLON François;2017
M;BOUSSAINGAULT;Jean-Jacques;Maire;Boigneville;Essonne;FILLON François;2017
M;BOUSSON;Denis;Maire;Saint-Didier-au-Mont-d'Or;Rhône;FILLON François;2017
M;BOUTIER;Joël;Maire;Groslay;Val-d'Oise;FILLON François;2017
M;BOUTIN;Jacques;Maire;Mesnil-sur-l'Estrée;Eure;FILLON François;2017
M;BOUVIER;Gérard;Maire;Balan;Ain;FILLON François;2017
M;BOYER;Jean-Marc;Conseiller/ère départemental-e;;Puy-de-Dôme;FILLON François;2017
Mme;BRANGET;Françoise;Conseiller/ère départemental-e;;Doubs;FILLON François;2017
M;BRAYER;Jean-Claude;Maire;Illoud;Haute-Marne;FILLON François;2017
M;BREIT;René;Maire;Merschweiller;Moselle;FILLON François;2017
M;BREITEL;Jean-Jacques;Maire;Huttenheim;Bas-Rhin;FILLON François;2017
M;BRES;Jacques;Conseiller/ère départemental-e;;Alpes-de-Haute-Provence;FILLON François;2017
M;BRESSON;Christian;Maire;Saulx;Haute-Saône;FILLON François;2017
M;BRIAND;Sacha;Conseiller/ère régional-e;Occitanie;Haute-Garonne;FILLON François;2017
M;BRILLAULT;Philippe;Maire;Le Chesnay;Yvelines;FILLON François;2017
M;BRINDEAU;Pascal;Maire;Vendôme;Loir-et-Cher;FILLON François;2017
M;BRISSON;Max;Conseiller/ère départemental-e;;Pyrénées-Atlantiques;FILLON François;2017
M;BROCHAND;Bernard;Député-e;8e;Alpes-Maritimes;FILLON François;2017
M;BROCHIER;François;Maire;Bévenais;Isère;FILLON François;2017
M;BRULHART;Michel;Maire;Saint-Jean-de-Gonville;Ain;FILLON François;2017
M;BRUN;Paul;Maire délégué-e;Aromas;Jura;FILLON François;2017
Mme;BRUNET;Mireille;Maire;Le Châtelet;Cher;FILLON François;2017
Mme;BULLOT;Martine;Conseiller/ère départemental-e;;Seine-et-Marne;FILLON François;2017
Mme;BURKLI;Delphine;Maire d'arrondissement;;Paris;FILLON François;2017
M;BUVET;Daniel;Maire;Bernécourt;Meurthe-et-Moselle;FILLON François;2017
Mme;CALLET;Marie-Pierre;Conseiller/ère départemental-e;;Bouches-du-Rhône;FILLON François;2017
M;CAPDEVIELLE;Michel;Maire;Gélaucourt;Meurthe-et-Moselle;FILLON François;2017
M;CAPILLON;Claude;Maire;Rosny-sous-Bois;Seine-Saint-Denis;FILLON François;2017
M;CAPITANIO;Olivier;Conseiller/ère départemental-e;;Val-de-Marne;FILLON François;2017
M;CAPO-CANELLAS;Vincent;Sénateur/trice;;Seine-Saint-Denis;FILLON François;2017
Mme;CAPRON;Marie-Ange;Maire;Montholier;Jura;FILLON François;2017
M;CARDOUX;Jean-Noël;Sénateur/trice;;Loiret;FILLON François;2017
M;CARLIER;Jean-Christophe;Maire;Cerizy;Aisne;FILLON François;2017
M;CARREZ;Gilles;Député-e;5e;Val-de-Marne;FILLON François;2017
M;CARTIER;Frédéric;Maire;Sancey;Doubs;FILLON François;2017
M;CASSIGNOL;Jean-Louis;Maire;Aigues-Vives;Aude;FILLON François;2017
M;CATTIN;Jacques;Conseiller/ère régional-e;Grand Est;Haut-Rhin;FILLON François;2017
M;CAUPIN;Gilles;Maire;Treuzy-Levelay;Seine-et-Marne;FILLON François;2017
M;CAVALLIER;François;Conseiller/ère départemental-e;;Var;FILLON François;2017
Mme;CAVECCHI;Marie-Christine;Conseiller/ère départemental-e;;Val-d'Oise;FILLON François;2017
M;CAZEAU;Jean-Claude;Maire;La Cellette;Puy-de-Dôme;FILLON François;2017
M;CECCOLI;François-Xavier;Maire;San-Giuliano;Haute-Corse;FILLON François;2017
M;CECCONI;Frank;Conseiller/ère régional-e;Île-de-France;Paris;FILLON François;2017
M;CERBELLE;Régis;Maire;Chantenay-Villedieu;Sarthe;FILLON François;2017
M;CETTOLO;Serge;Maire;Saint-Cricq;Gers;FILLON François;2017
M;CEUNEBROUCKE;Marcel;Maire;Magnicourt;Aube;FILLON François;2017
Mme;CEYRAC;Sylvie;Membre du Conseil de Paris;;Paris;FILLON François;2017
M;CHABAL;Jacques;Maire;Cheylard (Le);Ardèche;FILLON François;2017
M;CHABERT;Maurice;Conseiller/ère départemental-e;;Vaucluse;FILLON François;2017
M;CHAIZE;Patrick;Sénateur/trice;;Ain;FILLON François;2017
M;CHALOPIN;Philippe;Maire;Baugé-en-Anjou;Maine-et-Loire;FILLON François;2017
M;CHALUMEAUX;Dominique;Conseiller/ère départemental-e;;Jura;FILLON François;2017
M;CHAMAILLARD;Daniel;Maire;Villiers-sur-Morin;Seine-et-Marne;FILLON François;2017
M;CHAMINADE;Gérard;Maire;Lavignac;Haute-Vienne;FILLON François;2017
M;CHAMPON;Michel;Maire;Saint-Geoirs;Isère;FILLON François;2017
M;CHANAL;Claude;Maire;La Chapelle-Montmartin;Loir-et-Cher;FILLON François;2017
M;CHANAL;Paul;Maire;Chaumont-le-Bourg;Puy-de-Dôme;FILLON François;2017
M;CHAPPELON;Yves Augustin;Maire;Cormoranche-sur-Saône;Ain;FILLON François;2017
M;CHAPUIS;Patrick;Conseiller/ère départemental-e;;Côte-d'Or;FILLON François;2017
M;CHARON;Pierre;Sénateur/trice;;Paris;FILLON François;2017
M;CHASSAIN-GAMEL;Roland;Maire;Saintes-Maries-de-la-Mer;Bouches-du-Rhône;FILLON François;2017
Mme;CHASSAING;Marguerite;Conseiller/ère départemental-e;;Nord;FILLON François;2017
M;CHATELIER;Robert;Conseiller/ère départemental-e;;Charente-Maritime;FILLON François;2017
M;CHATILLON;Alain;Sénateur/trice;;Haute-Garonne;FILLON François;2017
M;CHEMIN;Jean-Marc;Maire;Rives;Lot-et-Garonne;FILLON François;2017
M;CHENEVARD;Yannick;Conseiller/ère régional-e;Provence-Alpes-Côte d'Azur;Var;FILLON François;2017
M;CHENU;Noël;Maire;Rozières-sur-Crise;Aisne;FILLON François;2017
M;CHEVALIER;Daniel;Maire;Juigné-sur-Sarthe;Sarthe;FILLON François;2017
M;CHEVALLIER;Samuel;Conseiller/ère départemental-e;;Sarthe;FILLON François;2017
M;CHEVROLLIER;Guillaume;Député-e;2e;Mayenne;FILLON François;2017
M;CHIRON;Michel;Maire;Val d'Anast;Ille-et-Vilaine;FILLON François;2017
Mme;CHODRON DE COURCEL;Marie;Maire;Ecutigny;Côte-d'Or;FILLON François;2017
Mme;CIUNTU;Marie-Carole;Maire;Sucy-en-Brie;Val-de-Marne;FILLON François;2017
Mme;CODRON-RIQUIER;Julie;Conseiller/ère régional-e;Hauts-de-France;Somme;FILLON François;2017
M;COGNARD;Jean-François;Maire;Chaintré;Saône-et-Loire;FILLON François;2017
M;COHEN;Claude;Maire;Mions;Rhône;FILLON François;2017
M;COLAS;Christian;Maire;Isdes;Loiret;FILLON François;2017
Mme;COMTE;Evelyne;Maire;Supt;Jura;FILLON François;2017
Mme;CONAN;Nicolle;Maire;Lizy-sur-Ourcq;Seine-et-Marne;FILLON François;2017
M;CORNU;Patrice;Maire;Montépilloy;Oise;FILLON François;2017
Mme;CORSALE;Doriane;Conseiller/ère métropolitain-e de Lyon;;Rhône;FILLON François;2017
M;CORVAISIER;Jean-Claude;Maire;Evriguet;Morbihan;FILLON François;2017
Mme;COTHIER;Florence;Maire;Bonneville-sur-Touques;Calvados;FILLON François;2017
Mme;COTILLON-DUPOUX;Dominique;Conseiller/ère régional-e;Centre-Val de Loire;Indre;FILLON François;2017
M;COUCHOT;Alain;Conseiller/ère départemental-e;;Haut-Rhin;FILLON François;2017
Mme;COULON;Laurence;Conseiller/ère départemental-e;;Val-de-Marne;FILLON François;2017
M;COURTOIS;Jean-Patrick;Maire;Mâcon;Saône-et-Loire;FILLON François;2017
M;COUSIN;Jean-Manuel;Conseiller/ère régional-e;Normandie;Manche;FILLON François;2017
M;COUTELLE;Michel;Maire;Chemiré-en-Charnie;Sarthe;FILLON François;2017
M;COUTURIER;Alain;Maire;Saint-Ulphace;Sarthe;FILLON François;2017
M;COUVREUR;Gérard;Maire;Missy-aux-Bois;Aisne;FILLON François;2017
Mme;CRESPY;Chantal;Conseiller/ère métropolitain-e de Lyon;;Rhône;FILLON François;2017
M;CULLOT;Alain;Maire;Châlons-sur-Vesle;Marne;FILLON François;2017
Mme;CURBET;Ginette;Maire;Gardères;Hautes-Pyrénées;FILLON François;2017
M;CUYPERS;Pierre;Sénateur/trice;;Seine-et-Marne;FILLON François;2017
M;D'HARAMBURE;Guy-Raoul;Maire;Francheville;Orne;FILLON François;2017
M;DALLIER;Philippe;Maire;Les Pavillons-sous-Bois;Seine-Saint-Denis;FILLON François;2017
M;DANE;James;Maire;Louan-Villegruis-Fontaine;Seine-et-Marne;FILLON François;2017
M;DANESI;René;Sénateur/trice;;Haut-Rhin;FILLON François;2017
M;DARMAILLACQ;Jean-Jacques;Maire;Amou;Landes;FILLON François;2017
M;DARTEVELLE;Jean-Pierre;Conseiller/ère régional-e;Bourgogne-Franche-Comté;Doubs;FILLON François;2017
M;DARTOIS;François;Maire;Jussarupt;Vosges;FILLON François;2017
M;DAUBRESSE;Marc-Philippe;Député-e;4e;Nord;FILLON François;2017
Mme;DAUGAN;Marie;Conseiller/ère départemental-e;;Ille-et-Vilaine;FILLON François;2017
M;DAUGAN;Michel;Maire;Plouasne;Côtes-d'Armor;FILLON François;2017
Mme;DAUVERGNE;Emmanuelle;Membre du Conseil de Paris;;Paris;FILLON François;2017
M;DAVID;Sébastien;Conseiller/ère départemental-e;;Aveyron;FILLON François;2017
M;DAVIN;Jean Roger;Maire;Croissy-sur-Seine;Yvelines;FILLON François;2017
M;DAVY;Claude;Maire;Notre-Dame-du-Pé;Sarthe;FILLON François;2017
M;DAVY;Jean-Luc;Maire délégué-e;Morannes sur Sarthe-Daumeray;Maine-et-Loire;FILLON François;2017
M;DE BENOIST;Henri;Maire;Bouconville-Vauclair;Aisne;FILLON François;2017
M;DE CALONNE;Roland;Maire;Avesnes-Chaussoy;Somme;FILLON François;2017
M;DE COURSON ;Arnaud;Conseiller/ère départemental-e;;Hauts-de-Seine;FILLON François;2017
Mme;DE GIBON;Sophie;Maire;Canteloup;Calvados;FILLON François;2017
Mme;DE LA VERGNE;Aude;Conseiller/ère départemental-e;;Ille-et-Vilaine;FILLON François;2017
M;DE LA VERPILLIERE;Charles;Député-e;2e;Ain;FILLON François;2017
M;DE LEGGE;Dominique;Sénateur/trice;;Ille-et-Vilaine;FILLON François;2017
Mme;DE MALLIARD;Alice;Conseiller/ère métropolitain-e de Lyon;;Rhône;FILLON François;2017
M;DE NICOLAY;Louis-Jean;Sénateur/trice;;Sarthe;FILLON François;2017
M;DE RAINCOURT;Henri;Sénateur/trice;;Yonne;FILLON François;2017
Mme;DE ROSE;Marie-France;Sénateur/trice;;Hauts-de-Seine;FILLON François;2017
M;DE SCORRAILLE;Jean-Baptiste;Conseiller/ère départemental-e;;Haute-Garonne;FILLON François;2017
Mme;DE VALLAMBRAS;Marie-Thérèse;Conseiller/ère départemental-e;;Orne;FILLON François;2017
M;DE VALROGER;Eric;Conseiller/ère départemental-e;;Oise;FILLON François;2017
M;DEBAIN;Bernard;Maire;Saint-Cyr-l'Ecole;Yvelines;FILLON François;2017
M;DEBRE;Bernard;Député-e;4e;Paris;FILLON François;2017
Mme;DEBRE;Isabelle;Sénateur/trice;;Hauts-de-Seine;FILLON François;2017
M;DECOURTY;Christian;Maire;Le Mesnil-Eudes;Calvados;FILLON François;2017
M;DEFIX;Adrien;Maire;Coubon;Haute-Loire;FILLON François;2017
M;DEGOIS;Guy;Maire;Neuvy;Marne;FILLON François;2017
M;DEJOIE;Laurent;Conseiller/ère régional-e;Pays de la Loire;Loire-Atlantique;FILLON François;2017
M;DEKENS;Bernard;Maire;Vireux-Wallerand;Ardennes;FILLON François;2017
